id,jlpt_level,word,reading,image_review,meaning,Sentence(eg),Sentence(zh),Sentence,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review,Sentence(zh)_needs_review,Sentence(zh)_note
n4_07501,N4,済む,すむ,NO PICTURE,to finish,Don't leave here until you've done that.,做完那件事之前，别离开这里。,それが済むまで、ここを離れるなよ。,,,,Godan verb with 'mu' ending | intransitive verb,to finish | to end | to be completed | to be resolved | to have a result less severe than expected,scene_image,72,person_action_scene,action_state,person finishing,済む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07505,N4,準備,じゅんび・する,NO PICTURE,to prepare,My mother is preparing breakfast.,妈妈正在准备早餐。,母さんは、朝ごはんの準備をしてるよ。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,preparation | arrangements | getting ready | provision | setup,scene_image,72,person_action_scene,action_state,person preparing,準備,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07506,N4,滑る,すべる,NO PICTURE,"to slide,to slip",Do you ski?,你滑雪吗？,スキーは滑る？,,,,Godan verb with 'ru' ending | intransitive verb | transitive verb,to slide | to glide | to skate | to ski | to slip,scene_image,72,person_action_scene,action_state,person sliding,滑る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07508,N4,漬ける,つける,NO PICTURE,"to soak,to pickle",Look out for cars when you cross the road.,当你过马路的时候要当心汽车。,道路を渡るときは車に気をつけるのよ。,,,,Ichidan verb | transitive verb,to soak (in) | to steep | to dip | to dunk | to pickle,scene_image,72,person_action_scene,action_state,person soaking,漬ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07513,N4,無くなる,なくなる,NO PICTURE,"to disappear,to get lost",You can't have lost your coat in the house.,那件大衣不可能在家里消失。,家の中でコートが無くなるはずはない。,,,,Godan verb with 'ru' ending | intransitive verb,to be lost (e.g. luggage) | to be missing | to be used up | to be run out | to be exhausted,scene_image,72,person_action_scene,action_state,person disappearing,無くなる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07515,N4,焼く,やく,NO PICTURE,"to bake,to grill",Do as you please.,你可以随心所欲。,煮るなり焼くなり、好きにしてくれ。,,,,Godan verb with 'ku' ending | transitive verb,to burn | to roast | to broil | to grill | to bake,scene_image,72,person_action_scene,action_state,person baking,焼く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07516,N4,焼ける,やける,OK,"to burn,to be roasted",He lost his reason when he saw his house burn down.,看着自己的房子被烧得精光，他顿时丧失了理智。,彼は自分の家が焼けるのを見て理性を失った。,,,,Ichidan verb | intransitive verb,to burn | to burn down | to go down in flames | to be roasted | to be thoroughly cooked,scene_image,72,person_action_scene,action_state,person burning,焼ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07518,N4,片付ける,かたづける,NO PICTURE,to tidy up,My mother told me to put away the dishes.,妈妈让我把碗碟收起来。,母は私にお皿を片付けるようにと言った。,,,,Ichidan verb | transitive verb,to put in order | to tidy up | to clean up | to put away | to clear away,scene_image,72,person_action_scene,action_state,person tidying up,片付ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07524,N4,生きる,いきる,NO PICTURE,to live,"Without air, nothing could live.",如果没有空气，我们都活不了。,空気がなければ生きることはできない。,,,,Ichidan verb | intransitive verb,to live | to exist | to make a living | to subsist | to be in effect,scene_image,72,person_action_scene,action_state,person living,生きる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07525,N4,生活,せいかつ・する,NO PICTURE,to live,Life has been so flat since I came here.,我来到这里以后，一直过著单调乏味的生活。,ここに来てから生活は非常に単調です。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,life | living | livelihood | (one's) living,scene_image,72,person_action_scene,action_state,person living,生活,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07526,N4,生産,せいさん・する,NO PICTURE,to produce,This factory produces toys.,这个工厂制造玩具。,この工場では、玩具を生産しています。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,production | manufacture,scene_image,72,person_action_scene,action_state,person producing,生産,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07533,N4,申す,もうす,NO PICTURE,"(humble) to be called,to say",It's almost seven. We have to go to school.,快到七时了。我们要上学了。,もうすぐ七時だ。学校に行かなくちゃ。,,,,Godan verb with 'su' ending | transitive verb,to say | to be called | to do,scene_image,72,person_action_scene,action_state,person being called,申す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07538,N4,痩せる,やせる,NO PICTURE,to become thin,It's too bad that I don't need to lose weight.,很遗憾我不需要减肥。,痩せる必要がないというのは残念だ。,,,,Ichidan verb | intransitive verb,to become thin | to lose weight | to slim | to become impoverished (of soil) | to become sterile,scene_image,72,person_action_scene,action_state,person becoming thin,痩せる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07541,N4,盗む,ぬすむ,NO PICTURE,to steal,I saw somebody steal the merchandise.,我看到有人偷了那个商品。,誰かがその商品を盗むのを見たんです。,,,,Godan verb with 'mu' ending | transitive verb,"to steal | to plagiarize | to steal (a technique, idea, etc.) | to watch and learn | to do stealthily",scene_image,72,person_action_scene,action_state,person stealing,盗む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07543,N4,直す,なおす,NO PICTURE,"to fix,to repair",You should rewrite this sentence.,你应该重写这句话。,あなたはこの文を書き直すべきです。,,,,Godan verb with 'su' ending | transitive verb,"to repair | to mend | to fix | to correct (a mistake, bad habit, etc.) | to put right",scene_image,72,person_action_scene,action_state,person fixxing,直す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07544,N4,直る,なおる,NO PICTURE,"to be fixed,to be repaired",I cannot say for certain that the patient will recover.,我不能确定患者一定会康复。,患者が確かに直るとは私は申しません。,,,,Godan verb with 'ru' ending | intransitive verb,to get mended | to be repaired | to be fixed | to return to normal | to recover (e.g. one's temper),scene_image,72,person_action_scene,action_state,person being fixed,直る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07545,N4,相談,そうだん・する,NO PICTURE,to discuss,I have many friends I can talk to.,能商量的朋友有很多。,相談できる友達なら、たくさんいるよ。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,consultation | discussion | discussing | asking (someone) for advice,scene_image,72,person_action_scene,action_state,person discussing,相談,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07549,N4,眠る,ねむる,OK,to sleep,I lay down not so much to sleep as to think.,我躺下不是为了睡觉而是为了思考。,眠るというより考える為に横になった。,,,,Godan verb with 'ru' ending | intransitive verb,to sleep | to die | to rest (in peace) | to lie (buried) | to sleep (in the grave),scene_image,72,person_action_scene,action_state,person sleeping,眠る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07551,N4,知らせる,しらせる,NO PICTURE,to notify,I'll let you know in advance.,我会提前告诉你。,私はまえもってあなたに知らせるだろう。,,,,Ichidan verb | transitive verb,to notify | to advise | to inform,scene_image,72,person_action_scene,action_state,person notifying,知らせる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07559,N4,祈る,いのる,NO PICTURE,to pray,He prays several times a day.,他每天祈祷好几次。,彼は日に何度か祈る。,,,,Godan verb with 'ru' ending | transitive verb,to pray | to say a prayer | to say grace | to wish | to hope,scene_image,72,person_action_scene,action_state,person praying,祈る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07564,N4,移る,うつる,NO PICTURE,to move house or transfer,Not all the infectious diseases are contagious.,并非所有传染病都具有传染性。,あらゆる伝染病が移るとは限らない。,,,,Godan verb with 'ru' ending | intransitive verb,"to move (to another place or state) | to change (e.g. of state, affiliation, scenery, etc.) | to be transferred | to spread (of a fire, smell, etc.) | to catch (an illness)",scene_image,72,person_action_scene,action_state,person moving house or transfer,移る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07565,N4,空く,あく,NO PICTURE,"to open, to become empty",I will be free in ten minutes.,我十分钟后有空。,あと１０分で手が空く。,,,,Godan verb with 'ku' ending | intransitive verb,to become less crowded | to thin out | to get empty | to be hungry,scene_image,72,person_action_scene,action_state,person openning,空く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07568,N4,立てる,たてる,NO PICTURE,to stand something up,This is moderately spicy but arouses appetite.,这种恰到好处的辣味能刺激食欲。,この程よい辛さが、食欲を掻き立てる。,,,,Ichidan verb | transitive verb,to stand up | to put up | to set up | to erect | to raise,scene_image,72,person_action_scene,action_state,person standing something up,立てる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07570,N4,笑う,わらう,NO PICTURE,"to laugh,to smile",Don't laugh at him for making a mistake.,不要因为他犯了一个错误就嘲笑他。,間違えたからと言って彼をあざ笑うな。,,,,Godan verb with 'u' ending | intransitive verb | transitive verb,to laugh | to smile | to sneer | to ridicule | to be dumbfounded,scene_image,72,person_action_scene,action_state,person laughing,笑う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07580,N4,経験,けいけん・する,NO PICTURE,to experience,The experience will do you good.,这次经历对你有好处。,その経験はあなたのためになるだろう。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,experience,scene_image,72,person_action_scene,action_state,person experiencing,経験,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07582,N4,続く,つづく,NO PICTURE,to be continued,How long will this rain go on?,雨会下多久？,この雨はどのくらい続くのでしょうか。,,,,Godan verb with 'ku' ending | intransitive verb,to continue | to last | to go on | to continue (without a break) | to be unbroken,scene_image,72,person_action_scene,action_state,person being continued,続く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
