id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n1_02490,N1,盛る,さかる,to prosper;to flourish;to copulate (animals),Godan verb with 'ru' ending | intransitive verb,to become vigorous | to gain force | to become more active | to prosper | to thrive,scene_image,72,person_action_scene,action_state,person prosperring,盛る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02491,N1,盛大,せいだい,grand;prosperous;magnificent,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),grand | magnificent | lavish | large scale | prosperous,scene_image,68,visual_state_scene,action_state,grand scene,盛大,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02492,N1,盛装,せいそう,be dressed up;wear rich clothes,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,dressing up in fine clothes | splendid clothes | one's best clothes,review,48,action_needs_review,person_family,person being dressed up,盛装,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02493,N1,監視,かんし,observation;guarding;inspection;surveillance,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,monitoring | watching | observation | surveillance | guarding,review,48,action_needs_review,person_family,person observationing,監視,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02494,N1,目付き,めつき,look;expression of the eyes;eyes,noun (common) (futsuumeishi),look (in someone's eyes) | expression (of the eyes) | eyes,review,55,noun_needs_review,general,look,目付き,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02495,N1,目方,めかた,weight,noun (common) (futsuumeishi),weight,review,55,noun_needs_review,general,weight,目方,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02496,N1,目盛,めもり,scale;gradations,noun (common) (futsuumeishi),"graduations (on a ruler, thermometer, etc.) | gradations | division | scale",review,55,noun_needs_review,general,scale,目盛,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02497,N1,目眩,めまい,dizziness;giddiness,noun (common) (futsuumeishi),dizziness | giddiness | vertigo,review,55,noun_needs_review,general,dizziness,目眩,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02498,N1,目蓋,まぶた,eyelid,noun (common) (futsuumeishi),eyelid,review,55,noun_needs_review,general,eyelid,目蓋,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02499,N1,目覚しい,めざましい,brilliant;splendid;striking;remarkable,adjective (keiyoushi),remarkable | striking | brilliant | splendid | spectacular,scene_image,68,visual_state_scene,action_state,brilliant scene,目覚しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02500,N1,目覚める,めざめる,to wake up,Ichidan verb | intransitive verb,"to wake up | to awake | to awaken to (instinct, ability, perception, etc.) | to become aware of | to become conscious of",scene_image,72,person_action_scene,action_state,person waking up,目覚める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02501,N1,目論見,もくろみ,a plan;a scheme;a project;a program;intention;goal,noun (common) (futsuumeishi),plan | scheme | plot | design | project,review,55,noun_needs_review,general,plan,目論見,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02502,N1,目録,もくろく,catalogue;catalog;list,noun (common) (futsuumeishi),catalogue | catalog | inventory | list of betrothal presents | gift register,review,55,noun_needs_review,general,catalogue,目録,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02503,N1,盲点,もうてん,blind spot,noun (common) (futsuumeishi),blind spot (on the retina) | blind spot | weak point | loophole,review,55,noun_needs_review,general,blind spot,盲点,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02504,N1,直ぐ,すぐ,immediately;soon;easily;right (near);honest;upright,adverb (fukushi) | noun (common) (futsuumeishi),immediately | at once | right away | directly | soon,review,48,action_needs_review,person_family,person immediatelying,直ぐ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02505,N1,直感,ちょっかん,intuition,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,intuition | instinct | hunch,review,48,action_needs_review,person_family,person intuitioning,直感,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02506,N1,直面,ちょくめん,confrontation,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,confrontation | to face | to confront | to encounter,review,48,action_needs_review,person_family,person confrontationing,直面,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02507,N1,相,あい,together;mutually;fellow,noun (common) (futsuumeishi),one's nature | one's destiny | custom | tradition | habit,review,55,noun_needs_review,general,together,相,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02508,N1,相場,そうば,market price;speculation;estimation,noun (common) (futsuumeishi),market price | speculation (e.g. on stocks) | reputation (according to conventional wisdom) | estimation | esteem,review,55,noun_needs_review,general,market price,相場,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02509,N1,相変わらず,あいかわらず,as ever;as usual;the same,adverb (fukushi) | nouns which may take the genitive case particle 'no',as usual | as always | as before | as ever | still,skip,10,not_recommended,skip,as ever,相変わらず,,function word or bound form,Tanos JLPT vocabulary
n1_02510,N1,相対,あいたい,confrontation;facing;between ourselves;no third party;tete-a-tete,noun (common) (futsuumeishi),involving only the parties concerned | tete-a-tete,review,55,noun_needs_review,general,confrontation,相対,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02511,N1,相応,そうおう,suitability;fitness,adjectival nouns or quasi-adjectives (keiyodoshi) | nouns which may take the genitive case particle 'no' | noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,suitable | appropriate | befitting | becoming | adequate,skip,10,not_recommended,skip,suitability,相応,,function word or bound form,Tanos JLPT vocabulary
n1_02512,N1,相応しい,ふさわしい,appropriate,adjective (keiyoushi),appropriate | adequate | suitable | fitting | worthy,scene_image,68,visual_state_scene,action_state,appropriate scene,相応しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02513,N1,盾,たて,shield;buckler;escutcheon;pretext,noun (common) (futsuumeishi),shield | buckler | escutcheon | pretext | excuse,review,55,noun_needs_review,general,shield,盾,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02514,N1,省みる,かえりみる,to reflect,Ichidan verb | transitive verb,"to reflect on (oneself, past conduct, etc.) | to contemplate | to examine | to think over | to introspect",scene_image,72,person_action_scene,action_state,person reflecting,省みる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02515,N1,眉,まゆ,eyebrow,noun (common) (futsuumeishi),eyebrow | eyebrows,review,55,noun_needs_review,general,eyebrow,眉,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02516,N1,看護,かんご,nursing;(army) nurse,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,nursing | (army) nurse,review,48,action_needs_review,person_family,person nursinging,看護,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02517,N1,真っ二つ,まっぷたつ,in two equal parts,noun (common) (futsuumeishi),two equal parts | exactly two parts,review,55,noun_needs_review,general,in two equal parts,真っ二つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02518,N1,真に,まことに,truly;actually;really,adverb (fukushi),really | truly | very | extremely | exceedingly,review,48,action_needs_review,person_family,person trulying,真に,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02519,N1,真ん中,まんなか,middle;centre;mid-way,noun (common) (futsuumeishi),middle | centre | center | midpoint | heart,review,55,noun_needs_review,general,middle,真ん中,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02520,N1,真ん丸い,まんまるい,perfectly circular,adjective (keiyoushi),perfectly round | perfectly circular,scene_image,68,visual_state_scene,action_state,perfectly circular scene,真ん丸い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02521,N1,真ん前,まんまえ,right in front;under the nose,nouns which may take the genitive case particle 'no' | adverb (fukushi),right in front | just opposite | under the nose,skip,10,not_recommended,skip,right in front,真ん前,,function word or bound form,Tanos JLPT vocabulary
n1_02522,N1,真上,まうえ,just above;right overhead,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',right above | just above | directly above | directly overhead,skip,10,not_recommended,skip,just above,真上,,function word or bound form,Tanos JLPT vocabulary
n1_02523,N1,真下,ました,right under;directly below,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',right under | directly below | right beneath,skip,10,not_recommended,skip,right under,真下,,function word or bound form,Tanos JLPT vocabulary
n1_02524,N1,真実,さな,truth;reality,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no' | adjectival nouns or quasi-adjectives (keiyodoshi) | adverb (fukushi),truth | reality | truly | really | absolute truth,skip,10,not_recommended,skip,truth,真実,,function word or bound form,Tanos JLPT vocabulary
n1_02525,N1,真心,まこころ,sincerity;devotion,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',sincerity | true heart | devotion,skip,10,not_recommended,skip,sincerity,真心,,function word or bound form,Tanos JLPT vocabulary
n1_02526,N1,真珠,しんじゅ,pearl,noun (common) (futsuumeishi),pearl,review,55,noun_needs_review,general,pearl,真珠,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02527,N1,真理,しんり,truth,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',truth,skip,10,not_recommended,skip,truth,真理,,function word or bound form,Tanos JLPT vocabulary
n1_02528,N1,真相,しんそう,truth;real situation,noun (common) (futsuumeishi),truth | real situation,review,55,noun_needs_review,general,truth,真相,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02529,N1,眠たい,ねむたい,sleepy,adjective (keiyoushi),sleepy | drowsy,scene_image,68,visual_state_scene,action_state,sleepy scene,眠たい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02530,N1,眩しい,まぶしい,dazzling;radiant,adjective (keiyoushi),dazzling | radiant,scene_image,68,visual_state_scene,action_state,dazzling scene,眩しい,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02531,N1,眼球,がんきゅう,eyeball,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',eyeball,skip,10,not_recommended,skip,eyeball,眼球,,function word or bound form,Tanos JLPT vocabulary
n1_02532,N1,眼科,がんか,ophthalmology,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',ophthalmology,skip,10,not_recommended,skip,ophthalmology,眼科,,function word or bound form,Tanos JLPT vocabulary
n1_02533,N1,眼鏡,がんきょう,spectacles;glasses,noun (common) (futsuumeishi),glasses | eyeglasses | spectacles | judgment | judgement,review,55,noun_needs_review,general,spectacles,眼鏡,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
